CaseID,resp_seq,contest_no,profile,Chosen_Immigrant,Gender,Education,Language Skills,Country of Origin,Job,Job Experience,Job Plans,Reason for Application,Prior Entry
1215,1047,3,2,0,female,graduate degree,tried English but unable,Somalia,nurse,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1215,1047,4,1,1,female,4th grade,fluent English,Iraq,child care provider,1-2 years,will look for work,seek better job,six months with family
1215,1047,4,2,0,male,4th grade,fluent English,Germany,waiter,none,no plans to look for work,reunite with family,once w/o authorization
1215,1047,5,1,1,male,4th grade,fluent English,India,nurse,1-2 years,will look for work,seek better job,once as tourist
1215,1047,5,2,0,female,high school,fluent English,Iraq,child care provider,1-2 years,no plans to look for work,seek better job,many times as tourist
1216,1048,1,1,0,male,no formal,used interpreter,China,child care provider,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1216,1048,1,2,1,female,college degree,used interpreter,India,doctor,1-2 years,interviews with employer,reunite with family,once as tourist
1216,1048,2,1,0,female,two-year college,used interpreter,Iraq,gardener,5+ years,no plans to look for work,escape persecution,never
1216,1048,2,2,1,male,no formal,fluent English,Poland,nurse,none,will look for work,reunite with family,once w/o authorization
1216,1048,3,1,1,female,high school,used interpreter,Sudan,gardener,none,contract with employer,escape persecution,never
1216,1048,3,2,0,male,8th grade,broken English,Somalia,teacher,3-5 years,interviews with employer,escape persecution,never
1216,1048,4,1,1,male,two-year college,broken English,Philippines,waiter,5+ years,contract with employer,reunite with family,many times as tourist
1216,1048,4,2,0,female,4th grade,fluent English,France,waiter,1-2 years,interviews with employer,seek better job,once w/o authorization
1216,1048,5,1,1,female,high school,fluent English,Poland,child care provider,none,no plans to look for work,seek better job,many times as tourist
1216,1048,5,2,0,female,8th grade,tried English but unable,Sudan,janitor,5+ years,interviews with employer,reunite with family,many times as tourist
1217,1049,1,1,0,female,no formal,used interpreter,Iraq,waiter,none,interviews with employer,escape persecution,once as tourist
1217,1049,1,2,1,male,no formal,fluent English,India,gardener,3-5 years,no plans to look for work,reunite with family,never
1217,1049,2,1,0,female,college degree,tried English but unable,China,research scientist,5+ years,no plans to look for work,escape persecution,once w/o authorization
1217,1049,2,2,1,female,high school,fluent English,Poland,nurse,none,contract with employer,reunite with family,many times as tourist
1217,1049,3,1,1,male,high school,broken English,Germany,gardener,none,contract with employer,reunite with family,once w/o authorization
1217,1049,3,2,0,female,high school,tried English but unable,China,waiter,1-2 years,contract with employer,escape persecution,once as tourist
1217,1049,4,1,1,female,graduate degree,fluent English,Germany,janitor,1-2 years,contract with employer,reunite with family,once as tourist
1217,1049,4,2,0,female,two-year college,tried English but unable,Iraq,waiter,1-2 years,will look for work,reunite with family,never
1217,1049,5,1,1,male,high school,fluent English,Philippines,waiter,1-2 years,contract with employer,reunite with family,six months with family
1217,1049,5,2,0,female,4th grade,fluent English,Iraq,waiter,none,no plans to look for work,escape persecution,once w/o authorization
1219,1050,1,1,0,female,college degree,used interpreter,Poland,doctor,5+ years,will look for work,seek better job,never
1219,1050,1,2,1,male,two-year college,fluent English,Mexico,doctor,5+ years,will look for work,seek better job,many times as tourist
1219,1050,2,1,0,female,two-year college,tried English but unable,India,child care provider,3-5 years,contract with employer,seek better job,six months with family
1219,1050,2,2,1,male,8th grade,fluent English,Sudan,janitor,5+ years,contract with employer,seek better job,many times as tourist
1219,1050,3,1,1,male,two-year college,broken English,Poland,computer programmer,3-5 years,will look for work,reunite with family,many times as tourist
1219,1050,3,2,0,male,college degree,tried English but unable,France,janitor,none,interviews with employer,seek better job,many times as tourist
1219,1050,4,1,0,male,high school,tried English but unable,Somalia,janitor,none,no plans to look for work,escape persecution,never
1219,1050,4,2,1,female,college degree,tried English but unable,Poland,construction worker,1-2 years,will look for work,seek better job,never
1219,1050,5,1,1,male,no formal,broken English,Poland,child care provider,5+ years,contract with employer,seek better job,once w/o authorization
1219,1050,5,2,0,female,high school,broken English,Sudan,construction worker,5+ years,interviews with employer,reunite with family,never
1220,1051,1,1,0,male,8th grade,fluent English,Somalia,gardener,1-2 years,interviews with employer,reunite with family,once as tourist
1220,1051,1,2,1,female,college degree,fluent English,Iraq,waiter,1-2 years,interviews with employer,reunite with family,many times as tourist
1220,1051,2,1,0,female,high school,tried English but unable,Poland,janitor,3-5 years,no plans to look for work,seek better job,once w/o authorization
1220,1051,2,2,1,male,two-year college,fluent English,Somalia,waiter,3-5 years,interviews with employer,escape persecution,once w/o authorization
1220,1051,3,1,1,male,4th grade,broken English,Mexico,child care provider,none,will look for work,seek better job,many times as tourist
1220,1051,3,2,0,female,high school,tried English but unable,Philippines,teacher,1-2 years,no plans to look for work,seek better job,once as tourist
1220,1051,4,1,1,male,college degree,tried English but unable,India,teacher,none,contract with employer,reunite with family,six months with family
1220,1051,4,2,0,female,4th grade,tried English but unable,Germany,construction worker,1-2 years,no plans to look for work,reunite with family,six months with family
1220,1051,5,1,0,male,college degree,used interpreter,India,construction worker,none,will look for work,seek better job,once w/o authorization
1220,1051,5,2,1,female,graduate degree,tried English but unable,Philippines,gardener,3-5 years,interviews with employer,seek better job,once w/o authorization
1222,1052,1,1,1,female,no formal,broken English,Mexico,child care provider,1-2 years,interviews with employer,reunite with family,once as tourist
1222,1052,1,2,0,female,8th grade,tried English but unable,Sudan,child care provider,3-5 years,interviews with employer,escape persecution,many times as tourist
1222,1052,2,1,1,male,graduate degree,broken English,Poland,doctor,none,no plans to look for work,seek better job,once w/o authorization
1222,1052,2,2,0,female,8th grade,tried English but unable,Mexico,waiter,1-2 years,no plans to look for work,reunite with family,six months with family
1222,1052,3,1,0,male,college degree,tried English but unable,China,janitor,3-5 years,interviews with employer,reunite with family,never
1222,1052,3,2,1,female,college degree,fluent English,Poland,waiter,1-2 years,interviews with employer,reunite with family,six months with family
1222,1052,4,1,1,female,college degree,fluent English,Germany,financial analyst,1-2 years,will look for work,seek better job,once as tourist
1222,1052,4,2,0,male,4th grade,tried English but unable,Poland,gardener,1-2 years,contract with employer,reunite with family,once w/o authorization
1222,1052,5,1,0,female,no formal,fluent English,India,janitor,1-2 years,interviews with employer,seek better job,never
1222,1052,5,2,1,male,high school,used interpreter,Germany,construction worker,1-2 years,no plans to look for work,seek better job,many times as tourist
1223,1053,1,1,0,male,8th grade,fluent English,Poland,teacher,none,interviews with employer,reunite with family,once w/o authorization
1223,1053,1,2,1,female,8th grade,fluent English,Germany,janitor,3-5 years,contract with employer,seek better job,once as tourist
1223,1053,2,1,1,female,graduate degree,broken English,Poland,janitor,5+ years,contract with employer,reunite with family,many times as tourist
1223,1053,2,2,0,female,8th grade,used interpreter,Philippines,gardener,3-5 years,will look for work,reunite with family,once as tourist
1223,1053,3,1,0,male,high school,tried English but unable,Germany,teacher,1-2 years,no plans to look for work,seek better job,six months with family
1223,1053,3,2,1,male,two-year college,fluent English,India,waiter,none,contract with employer,seek better job,once w/o authorization
1223,1053,4,1,1,male,4th grade,broken English,Philippines,construction worker,none,contract with employer,reunite with family,once as tourist
1223,1053,4,2,0,female,no formal,broken English,Germany,construction worker,none,no plans to look for work,seek better job,six months with family
1223,1053,5,1,0,male,8th grade,used interpreter,India,construction worker,1-2 years,contract with employer,seek better job,many times as tourist
1223,1053,5,2,1,female,graduate degree,used interpreter,Iraq,doctor,1-2 years,will look for work,escape persecution,once w/o authorization
1226,1054,1,1,0,male,4th grade,broken English,China,gardener,none,will look for work,escape persecution,once as tourist
1226,1054,1,2,1,male,college degree,tried English but unable,Somalia,gardener,none,contract with employer,escape persecution,once as tourist
1226,1054,2,1,0,female,high school,used interpreter,Iraq,teacher,none,no plans to look for work,escape persecution,once w/o authorization
1226,1054,2,2,1,male,no formal,used interpreter,India,nurse,1-2 years,no plans to look for work,seek better job,never
1226,1054,3,1,1,male,8th grade,fluent English,Mexico,teacher,1-2 years,interviews with employer,seek better job,six months with family
1226,1054,3,2,0,female,no formal,fluent English,Philippines,nurse,3-5 years,contract with employer,reunite with family,many times as tourist
1226,1054,4,1,0,male,high school,tried English but unable,India,construction worker,3-5 years,no plans to look for work,seek better job,once as tourist
1226,1054,4,2,1,male,no formal,broken English,Poland,child care provider,none,contract with employer,reunite with family,once as tourist
1226,1054,5,1,1,female,college degree,broken English,Germany,gardener,1-2 years,no plans to look for work,seek better job,many times as tourist
1226,1054,5,2,0,female,no formal,used interpreter,Germany,child care provider,5+ years,interviews with employer,seek better job,six months with family
1227,1055,1,1,0,male,graduate degree,used interpreter,Iraq,research scientist,none,no plans to look for work,reunite with family,never
1227,1055,1,2,1,male,8th grade,broken English,Germany,child care provider,none,will look for work,seek better job,many times as tourist
1227,1055,2,1,0,female,high school,tried English but unable,Sudan,waiter,3-5 years,interviews with employer,reunite with family,many times as tourist
1227,1055,2,2,1,male,two-year college,tried English but unable,Mexico,gardener,none,no plans to look for work,reunite with family,never
1227,1055,3,1,1,male,high school,fluent English,Philippines,waiter,3-5 years,will look for work,reunite with family,six months with family
1227,1055,3,2,0,female,no formal,broken English,Philippines,construction worker,none,no plans to look for work,reunite with family,never
1227,1055,4,1,0,male,no formal,tried English but unable,India,janitor,1-2 years,contract with employer,seek better job,once as tourist
1227,1055,4,2,1,male,no formal,broken English,China,child care provider,5+ years,contract with employer,reunite with family,once w/o authorization
1227,1055,5,1,1,male,two-year college,fluent English,Somalia,waiter,none,interviews with employer,reunite with family,many times as tourist
1227,1055,5,2,0,female,graduate degree,fluent English,Iraq,waiter,none,interviews with employer,seek better job,once w/o authorization
1228,1056,1,1,0,female,graduate degree,broken English,Poland,waiter,none,will look for work,seek better job,many times as tourist
1228,1056,1,2,1,male,high school,used interpreter,Mexico,nurse,5+ years,contract with employer,reunite with family,never
1228,1056,2,1,1,female,4th grade,fluent English,Mexico,child care provider,3-5 years,contract with employer,seek better job,many times as tourist
1228,1056,2,2,0,female,4th grade,used interpreter,France,child care provider,1-2 years,contract with employer,seek better job,many times as tourist
1228,1056,3,1,0,male,4th grade,fluent English,Iraq,teacher,3-5 years,contract with employer,reunite with family,once w/o authorization
1228,1056,3,2,1,male,8th grade,fluent English,Iraq,teacher,1-2 years,contract with employer,seek better job,once as tourist
1228,1056,4,1,1,female,high school,tried English but unable,Somalia,waiter,none,contract with employer,seek better job,once as tourist
1228,1056,4,2,0,female,no formal,used interpreter,China,waiter,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1228,1056,5,1,1,female,high school,fluent English,Philippines,gardener,none,contract with employer,reunite with family,once as tourist
1228,1056,5,2,0,male,high school,tried English but unable,Germany,waiter,none,contract with employer,seek better job,six months with family
1229,1057,1,1,0,male,8th grade,broken English,China,waiter,1-2 years,interviews with employer,seek better job,never
1229,1057,1,2,1,female,no formal,fluent English,Mexico,waiter,5+ years,contract with employer,reunite with family,many times as tourist
1229,1057,2,1,1,female,high school,broken English,Sudan,janitor,5+ years,contract with employer,escape persecution,never
1229,1057,2,2,0,male,two-year college,used interpreter,Philippines,janitor,5+ years,will look for work,seek better job,six months with family
1229,1057,3,1,0,female,8th grade,used interpreter,France,waiter,3-5 years,interviews with employer,seek better job,once w/o authorization
1229,1057,3,2,1,female,two-year college,tried English but unable,Sudan,financial analyst,3-5 years,will look for work,seek better job,once as tourist
1229,1057,4,1,0,male,high school,tried English but unable,Philippines,gardener,none,no plans to look for work,seek better job,six months with family
1229,1057,4,2,1,female,no formal,used interpreter,France,janitor,5+ years,no plans to look for work,reunite with family,many times as tourist
1229,1057,5,1,1,male,high school,used interpreter,Iraq,teacher,5+ years,interviews with employer,escape persecution,many times as tourist
1229,1057,5,2,0,female,high school,fluent English,China,construction worker,5+ years,no plans to look for work,reunite with family,six months with family
1232,1058,1,1,0,female,college degree,fluent English,Philippines,computer programmer,1-2 years,no plans to look for work,reunite with family,once as tourist
1232,1058,1,2,1,male,4th grade,tried English but unable,India,nurse,3-5 years,contract with employer,reunite with family,many times as tourist
1232,1058,2,1,0,female,4th grade,tried English but unable,India,teacher,none,interviews with employer,seek better job,once w/o authorization
1232,1058,2,2,1,female,two-year college,fluent English,Poland,nurse,3-5 years,contract with employer,reunite with family,six months with family
1232,1058,3,1,1,female,graduate degree,tried English but unable,Poland,teacher,5+ years,interviews with employer,reunite with family,once w/o authorization
1232,1058,3,2,0,female,4th grade,broken English,China,janitor,3-5 years,contract with employer,escape persecution,many times as tourist
1232,1058,4,1,1,female,4th grade,tried English but unable,Sudan,waiter,5+ years,contract with employer,seek better job,once w/o authorization
1232,1058,4,2,0,male,graduate degree,tried English but unable,Iraq,janitor,none,no plans to look for work,reunite with family,once as tourist
1232,1058,5,1,1,female,two-year college,fluent English,Germany,doctor,1-2 years,will look for work,seek better job,never
1232,1058,5,2,0,male,two-year college,used interpreter,Somalia,construction worker,5+ years,will look for work,reunite with family,once as tourist
1235,1059,1,1,0,female,high school,fluent English,Somalia,janitor,none,no plans to look for work,seek better job,six months with family
1235,1059,1,2,1,male,high school,fluent English,France,janitor,3-5 years,no plans to look for work,seek better job,many times as tourist
1235,1059,2,1,0,male,8th grade,tried English but unable,India,child care provider,1-2 years,no plans to look for work,reunite with family,many times as tourist
1235,1059,2,2,1,female,graduate degree,used interpreter,Poland,waiter,5+ years,will look for work,seek better job,many times as tourist
1235,1059,3,1,0,female,graduate degree,broken English,Iraq,child care provider,3-5 years,contract with employer,seek better job,once w/o authorization
1235,1059,3,2,1,male,4th grade,fluent English,Sudan,nurse,3-5 years,contract with employer,seek better job,once as tourist
1235,1059,4,1,1,female,high school,tried English but unable,India,gardener,1-2 years,contract with employer,reunite with family,six months with family
1235,1059,4,2,0,male,4th grade,broken English,Philippines,nurse,1-2 years,interviews with employer,reunite with family,never
1235,1059,5,1,1,female,graduate degree,tried English but unable,Mexico,research scientist,5+ years,contract with employer,reunite with family,once as tourist
1235,1059,5,2,0,male,graduate degree,tried English but unable,Philippines,research scientist,1-2 years,no plans to look for work,reunite with family,once as tourist
1236,1060,1,1,0,female,graduate degree,used interpreter,France,doctor,1-2 years,contract with employer,seek better job,once w/o authorization
1236,1060,1,2,1,male,college degree,fluent English,Mexico,research scientist,1-2 years,contract with employer,reunite with family,never
1236,1060,2,1,1,male,no formal,fluent English,Germany,nurse,3-5 years,interviews with employer,seek better job,once as tourist
1236,1060,2,2,0,male,4th grade,used interpreter,Philippines,teacher,5+ years,contract with employer,seek better job,once as tourist
1236,1060,3,1,1,male,4th grade,broken English,China,nurse,5+ years,will look for work,escape persecution,once as tourist
1236,1060,3,2,0,female,8th grade,used interpreter,Poland,gardener,3-5 years,interviews with employer,seek better job,six months with family
1236,1060,4,1,1,female,4th grade,fluent English,Mexico,teacher,1-2 years,will look for work,reunite with family,once w/o authorization
1236,1060,4,2,0,female,8th grade,fluent English,India,nurse,5+ years,contract with employer,reunite with family,once w/o authorization
1236,1060,5,1,0,female,college degree,broken English,France,financial analyst,1-2 years,interviews with employer,seek better job,never
1236,1060,5,2,1,female,two-year college,fluent English,India,financial analyst,3-5 years,will look for work,reunite with family,once as tourist
1238,1061,1,1,0,male,8th grade,used interpreter,Philippines,child care provider,none,no plans to look for work,reunite with family,once w/o authorization
1238,1061,1,2,1,female,high school,used interpreter,France,gardener,3-5 years,no plans to look for work,seek better job,six months with family
1238,1061,2,1,1,female,4th grade,used interpreter,Somalia,waiter,3-5 years,interviews with employer,escape persecution,once as tourist
1238,1061,2,2,0,female,8th grade,broken English,France,waiter,5+ years,interviews with employer,reunite with family,once w/o authorization
1238,1061,3,1,1,female,8th grade,tried English but unable,Germany,child care provider,none,contract with employer,reunite with family,six months with family
1238,1061,3,2,0,male,no formal,broken English,Mexico,construction worker,1-2 years,no plans to look for work,seek better job,once as tourist
1238,1061,4,1,0,female,4th grade,used interpreter,France,janitor,1-2 years,interviews with employer,reunite with family,never
1238,1061,4,2,1,male,4th grade,fluent English,Germany,child care provider,none,will look for work,reunite with family,six months with family
1238,1061,5,1,0,female,4th grade,fluent English,Sudan,nurse,3-5 years,interviews with employer,seek better job,many times as tourist
1238,1061,5,2,1,female,graduate degree,tried English but unable,Germany,computer programmer,5+ years,will look for work,seek better job,once as tourist
1242,1062,1,1,0,female,college degree,fluent English,Iraq,waiter,none,no plans to look for work,seek better job,six months with family
1242,1062,1,2,1,male,two-year college,tried English but unable,Philippines,computer programmer,none,interviews with employer,seek better job,once w/o authorization
1242,1062,2,1,1,male,graduate degree,fluent English,Poland,nurse,3-5 years,no plans to look for work,seek better job,once as tourist
1242,1062,2,2,0,male,8th grade,broken English,Poland,construction worker,3-5 years,no plans to look for work,reunite with family,many times as tourist
1242,1062,3,1,1,female,two-year college,fluent English,India,financial analyst,none,will look for work,reunite with family,never
1242,1062,3,2,0,male,two-year college,broken English,Somalia,computer programmer,3-5 years,interviews with employer,reunite with family,six months with family
1242,1062,4,1,0,male,4th grade,fluent English,China,gardener,1-2 years,will look for work,seek better job,six months with family
1242,1062,4,2,1,male,8th grade,fluent English,Mexico,nurse,1-2 years,contract with employer,reunite with family,once w/o authorization
1242,1062,5,1,1,male,two-year college,tried English but unable,Sudan,research scientist,5+ years,will look for work,reunite with family,once w/o authorization
1242,1062,5,2,0,male,8th grade,fluent English,Sudan,janitor,none,no plans to look for work,escape persecution,once as tourist
1244,1063,1,1,1,female,8th grade,tried English but unable,Poland,gardener,5+ years,no plans to look for work,reunite with family,once w/o authorization
1244,1063,1,2,0,male,high school,tried English but unable,Mexico,janitor,none,interviews with employer,seek better job,many times as tourist
1244,1063,2,1,1,male,two-year college,fluent English,Poland,gardener,3-5 years,will look for work,seek better job,never
1244,1063,2,2,0,female,8th grade,fluent English,China,nurse,none,no plans to look for work,seek better job,once as tourist
1244,1063,3,1,1,female,two-year college,fluent English,China,research scientist,3-5 years,contract with employer,seek better job,once w/o authorization
1244,1063,3,2,0,male,high school,used interpreter,Sudan,teacher,5+ years,will look for work,seek better job,six months with family
1244,1063,4,1,1,male,no formal,fluent English,Sudan,teacher,3-5 years,contract with employer,escape persecution,never
1244,1063,4,2,0,female,two-year college,broken English,Poland,research scientist,none,no plans to look for work,reunite with family,many times as tourist
1244,1063,5,1,1,female,two-year college,broken English,Philippines,doctor,1-2 years,will look for work,seek better job,six months with family
1244,1063,5,2,0,male,8th grade,used interpreter,Philippines,waiter,5+ years,no plans to look for work,reunite with family,six months with family
1250,1064,1,1,1,female,high school,tried English but unable,Iraq,gardener,3-5 years,interviews with employer,seek better job,once as tourist
1250,1064,1,2,0,female,no formal,tried English but unable,Iraq,nurse,3-5 years,no plans to look for work,escape persecution,never
1250,1064,2,1,1,male,graduate degree,tried English but unable,India,research scientist,5+ years,interviews with employer,seek better job,six months with family
1250,1064,2,2,0,female,two-year college,fluent English,Philippines,gardener,5+ years,no plans to look for work,seek better job,many times as tourist
1250,1064,3,1,0,female,graduate degree,tried English but unable,France,gardener,none,no plans to look for work,reunite with family,once as tourist
1250,1064,3,2,1,male,two-year college,fluent English,Germany,research scientist,1-2 years,interviews with employer,reunite with family,many times as tourist
1250,1064,4,1,1,male,8th grade,tried English but unable,Philippines,janitor,3-5 years,will look for work,reunite with family,many times as tourist
1250,1064,4,2,0,female,graduate degree,used interpreter,China,waiter,none,will look for work,escape persecution,once w/o authorization
1250,1064,5,1,1,male,graduate degree,used interpreter,India,computer programmer,5+ years,will look for work,seek better job,many times as tourist
1250,1064,5,2,0,male,high school,used interpreter,Sudan,gardener,5+ years,no plans to look for work,escape persecution,never
1251,1065,1,1,0,male,two-year college,used interpreter,China,construction worker,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1251,1065,1,2,1,female,two-year college,tried English but unable,Sudan,doctor,5+ years,contract with employer,escape persecution,once as tourist
1251,1065,2,1,0,male,high school,fluent English,France,waiter,none,will look for work,seek better job,many times as tourist
1251,1065,2,2,1,female,graduate degree,used interpreter,Germany,doctor,1-2 years,contract with employer,seek better job,once w/o authorization
1251,1065,3,1,0,male,4th grade,used interpreter,Philippines,janitor,3-5 years,no plans to look for work,seek better job,never
1251,1065,3,2,1,female,no formal,fluent English,Iraq,waiter,5+ years,contract with employer,reunite with family,six months with family
1251,1065,4,1,0,male,no formal,broken English,France,nurse,none,will look for work,seek better job,six months with family
1251,1065,4,2,1,male,graduate degree,fluent English,Mexico,financial analyst,5+ years,contract with employer,seek better job,once as tourist
1251,1065,5,1,0,female,high school,broken English,Somalia,teacher,3-5 years,will look for work,escape persecution,many times as tourist
1251,1065,5,2,1,male,no formal,used interpreter,Philippines,construction worker,5+ years,will look for work,reunite with family,never
1252,1066,1,1,0,female,college degree,broken English,Poland,child care provider,5+ years,contract with employer,seek better job,never
1252,1066,1,2,1,female,8th grade,broken English,China,construction worker,5+ years,contract with employer,reunite with family,many times as tourist
1252,1066,2,1,1,female,no formal,fluent English,Poland,gardener,1-2 years,contract with employer,seek better job,many times as tourist
1252,1066,2,2,0,male,8th grade,used interpreter,India,gardener,3-5 years,interviews with employer,reunite with family,six months with family
1252,1066,3,1,0,male,no formal,used interpreter,Sudan,nurse,none,will look for work,reunite with family,once as tourist
1252,1066,3,2,1,male,college degree,tried English but unable,Philippines,gardener,none,interviews with employer,reunite with family,once as tourist
1252,1066,4,1,1,female,graduate degree,used interpreter,Mexico,gardener,5+ years,contract with employer,reunite with family,many times as tourist
1252,1066,4,2,0,female,graduate degree,tried English but unable,France,doctor,3-5 years,interviews with employer,seek better job,many times as tourist
1252,1066,5,1,0,female,high school,broken English,Poland,child care provider,none,no plans to look for work,reunite with family,once as tourist
1252,1066,5,2,1,male,graduate degree,used interpreter,Somalia,computer programmer,1-2 years,no plans to look for work,seek better job,many times as tourist
1254,1067,1,1,1,male,8th grade,used interpreter,Philippines,teacher,3-5 years,no plans to look for work,seek better job,many times as tourist
1254,1067,1,2,0,female,8th grade,used interpreter,Iraq,janitor,none,no plans to look for work,reunite with family,many times as tourist
1254,1067,2,1,1,female,8th grade,tried English but unable,Mexico,waiter,none,interviews with employer,seek better job,six months with family
1254,1067,2,2,0,female,two-year college,used interpreter,Somalia,gardener,none,contract with employer,escape persecution,once w/o authorization
1254,1067,3,1,1,male,high school,tried English but unable,France,child care provider,1-2 years,contract with employer,reunite with family,once as tourist
1254,1067,3,2,0,female,college degree,tried English but unable,Germany,gardener,5+ years,interviews with employer,reunite with family,once w/o authorization
1254,1067,4,1,0,male,graduate degree,tried English but unable,Sudan,nurse,3-5 years,interviews with employer,seek better job,many times as tourist
1254,1067,4,2,1,female,graduate degree,fluent English,Mexico,waiter,5+ years,will look for work,seek better job,never
1254,1067,5,1,1,female,two-year college,used interpreter,Sudan,nurse,3-5 years,will look for work,seek better job,many times as tourist
1254,1067,5,2,0,female,college degree,tried English but unable,India,janitor,3-5 years,interviews with employer,reunite with family,many times as tourist
1255,1068,1,1,1,female,4th grade,broken English,Poland,janitor,1-2 years,contract with employer,reunite with family,six months with family
1255,1068,1,2,0,female,8th grade,tried English but unable,Poland,child care provider,5+ years,contract with employer,seek better job,never
1255,1068,2,1,1,male,two-year college,used interpreter,Poland,research scientist,5+ years,contract with employer,reunite with family,many times as tourist
1255,1068,2,2,0,female,college degree,fluent English,Iraq,doctor,none,contract with employer,reunite with family,once as tourist
1255,1068,3,1,1,female,high school,tried English but unable,Sudan,nurse,none,interviews with employer,reunite with family,once as tourist
1255,1068,3,2,0,female,8th grade,used interpreter,Philippines,gardener,3-5 years,contract with employer,reunite with family,never
1255,1068,4,1,1,male,two-year college,used interpreter,China,teacher,none,will look for work,seek better job,six months with family
1255,1068,4,2,0,male,no formal,fluent English,Somalia,gardener,none,contract with employer,seek better job,once w/o authorization
1255,1068,5,1,0,male,4th grade,used interpreter,Germany,gardener,1-2 years,contract with employer,reunite with family,many times as tourist
1255,1068,5,2,1,male,4th grade,broken English,Philippines,teacher,none,will look for work,seek better job,once w/o authorization
1256,1069,1,1,1,female,college degree,broken English,Iraq,doctor,5+ years,will look for work,seek better job,six months with family
1256,1069,1,2,0,male,8th grade,used interpreter,China,nurse,none,will look for work,seek better job,many times as tourist
1256,1069,2,1,0,male,high school,tried English but unable,Somalia,waiter,3-5 years,no plans to look for work,escape persecution,once as tourist
1256,1069,2,2,1,male,no formal,tried English but unable,Philippines,gardener,5+ years,will look for work,reunite with family,six months with family
1256,1069,3,1,1,male,8th grade,broken English,Poland,janitor,5+ years,contract with employer,reunite with family,once as tourist
1256,1069,3,2,0,male,4th grade,broken English,Iraq,janitor,1-2 years,contract with employer,seek better job,never
1256,1069,4,1,1,male,4th grade,fluent English,China,child care provider,none,no plans to look for work,escape persecution,six months with family
1256,1069,4,2,0,male,4th grade,broken English,Somalia,waiter,none,will look for work,escape persecution,many times as tourist
1256,1069,5,1,1,male,no formal,fluent English,China,gardener,5+ years,contract with employer,escape persecution,six months with family
1256,1069,5,2,0,male,two-year college,used interpreter,Sudan,nurse,3-5 years,will look for work,reunite with family,many times as tourist
1257,1070,1,1,1,male,high school,fluent English,Philippines,nurse,none,interviews with employer,seek better job,once as tourist
1257,1070,1,2,0,male,college degree,tried English but unable,India,waiter,3-5 years,interviews with employer,seek better job,once as tourist
1257,1070,2,1,0,male,4th grade,tried English but unable,China,construction worker,none,no plans to look for work,seek better job,once w/o authorization
1257,1070,2,2,1,female,college degree,tried English but unable,India,financial analyst,3-5 years,will look for work,reunite with family,once as tourist
1257,1070,3,1,1,male,two-year college,broken English,Mexico,research scientist,1-2 years,contract with employer,reunite with family,once w/o authorization
1257,1070,3,2,0,female,two-year college,used interpreter,China,nurse,none,interviews with employer,seek better job,six months with family
1257,1070,4,1,1,female,two-year college,broken English,China,computer programmer,none,interviews with employer,seek better job,once as tourist
1257,1070,4,2,0,female,high school,fluent English,Mexico,waiter,none,interviews with employer,seek better job,never
1257,1070,5,1,1,male,high school,fluent English,Poland,nurse,none,will look for work,seek better job,never
1257,1070,5,2,0,female,8th grade,broken English,France,gardener,1-2 years,no plans to look for work,seek better job,six months with family
1259,1071,1,1,0,female,4th grade,broken English,China,child care provider,5+ years,contract with employer,seek better job,once w/o authorization
1259,1071,1,2,1,male,8th grade,fluent English,Germany,waiter,5+ years,contract with employer,reunite with family,once as tourist
1259,1071,2,1,1,male,8th grade,broken English,France,waiter,3-5 years,contract with employer,seek better job,once as tourist
1259,1071,2,2,0,female,no formal,fluent English,India,janitor,none,contract with employer,reunite with family,once as tourist
1259,1071,3,1,1,female,college degree,fluent English,Poland,doctor,5+ years,interviews with employer,seek better job,once as tourist
1259,1071,3,2,0,female,two-year college,used interpreter,China,research scientist,none,contract with employer,reunite with family,once w/o authorization
1259,1071,4,1,0,male,two-year college,broken English,Sudan,child care provider,none,contract with employer,reunite with family,once w/o authorization
1259,1071,4,2,1,male,graduate degree,fluent English,Somalia,doctor,none,interviews with employer,escape persecution,once as tourist
1259,1071,5,1,0,male,college degree,used interpreter,Germany,research scientist,1-2 years,contract with employer,seek better job,once as tourist
1259,1071,5,2,1,male,4th grade,broken English,Iraq,gardener,1-2 years,no plans to look for work,seek better job,six months with family
1260,1072,1,1,1,male,4th grade,broken English,Germany,janitor,none,no plans to look for work,reunite with family,many times as tourist
1260,1072,1,2,0,male,college degree,used interpreter,India,gardener,none,interviews with employer,seek better job,once as tourist
1260,1072,2,1,0,male,high school,fluent English,Sudan,teacher,3-5 years,will look for work,reunite with family,never
1260,1072,2,2,1,male,graduate degree,fluent English,Germany,gardener,5+ years,contract with employer,reunite with family,once w/o authorization
1260,1072,3,1,1,female,no formal,fluent English,France,waiter,1-2 years,no plans to look for work,reunite with family,once w/o authorization
1260,1072,3,2,0,male,two-year college,fluent English,Iraq,waiter,none,interviews with employer,escape persecution,once as tourist
1260,1072,4,1,1,female,graduate degree,fluent English,Poland,financial analyst,3-5 years,will look for work,reunite with family,six months with family
1260,1072,4,2,0,female,8th grade,used interpreter,India,child care provider,5+ years,interviews with employer,seek better job,many times as tourist
